kind,name,header,declaration
function,R_GE_tilingPatternExtend,src/include/R_ext/GraphicsEngine.h,int R_GE_tilingPatternExtend(SEXP pattern);
function,R_GE_tilingPatternFunction,src/include/R_ext/GraphicsEngine.h,SEXP R_GE_tilingPatternFunction(SEXP pattern);
function,R_GE_tilingPatternHeight,src/include/R_ext/GraphicsEngine.h,double R_GE_tilingPatternHeight(SEXP pattern);
function,R_GE_tilingPatternWidth,src/include/R_ext/GraphicsEngine.h,double R_GE_tilingPatternWidth(SEXP pattern);
function,R_GE_tilingPatternX,src/include/R_ext/GraphicsEngine.h,double R_GE_tilingPatternX(SEXP pattern);
function,R_GE_tilingPatternY,src/include/R_ext/GraphicsEngine.h,double R_GE_tilingPatternY(SEXP pattern);
function,Rf_eval_with_gd,src/include/R_ext/GraphicsEngine.h,"SEXP Rf_eval_with_gd(SEXP, SEXP, pGEDevDesc);"
function,col2name,src/include/R_ext/GraphicsEngine.h,const char *col2name(rcolor col);
function,desc2GEDesc,src/include/R_ext/GraphicsEngine.h,pGEDevDesc desc2GEDesc(pDevDesc dd);
function,fromDeviceHeight,src/include/R_ext/GraphicsEngine.h,"double fromDeviceHeight(double value, GEUnit to, pGEDevDesc dd);"
function,fromDeviceWidth,src/include/R_ext/GraphicsEngine.h,"double fromDeviceWidth(double value, GEUnit to, pGEDevDesc dd);"
function,fromDeviceX,src/include/R_ext/GraphicsEngine.h,"double fromDeviceX(double value, GEUnit to, pGEDevDesc dd);"
function,fromDeviceY,src/include/R_ext/GraphicsEngine.h,"double fromDeviceY(double value, GEUnit to, pGEDevDesc dd);"
function,toDeviceHeight,src/include/R_ext/GraphicsEngine.h,"double toDeviceHeight(double value, GEUnit from, pGEDevDesc dd);"
function,toDeviceWidth,src/include/R_ext/GraphicsEngine.h,"double toDeviceWidth(double value, GEUnit from, pGEDevDesc dd);"
function,toDeviceX,src/include/R_ext/GraphicsEngine.h,"double toDeviceX(double value, GEUnit from, pGEDevDesc dd);"
function,toDeviceY,src/include/R_ext/GraphicsEngine.h,"double toDeviceY(double value, GEUnit from, pGEDevDesc dd);"
variable,GEDevDesc,src/include/R_ext/GraphicsEngine.h,"extern ""C"" { #endif typedef struct _GEDevDesc GEDevDesc;"
function,F77_NAME,src/include/R_ext/Lapack.h,"La_extern void F77_NAME(zlahrd)(La_INT *n, La_INT *k, La_INT *nb, La_complex *a, La_INT *lda, La_complex *tau, La_complex *t, La_INT *ldt, La_complex *y, La_INT *ldy);"
function,F77_NAME,src/include/R_ext/Linpack.h,"extern void F77_NAME(dspsl)(double*, int*, int*, double*);"
variable,R_max_num_math_threads,src/include/R_ext/MathThreads.h,LibExtern int R_max_num_math_threads;
variable,R_num_math_threads,src/include/R_ext/MathThreads.h,"extern ""C"" { #endif #ifdef USE_MATH_THREADS LibExtern int R_num_math_threads;"
function,R_alloc,src/include/R_ext/Memory.h,"char*	R_alloc(R_SIZE_T, int);"
function,R_allocLD,src/include/R_ext/Memory.h,long double *R_allocLD(R_SIZE_T nelem);
function,R_calloc_gc,src/include/R_ext/Memory.h,"void *  R_calloc_gc(size_t, size_t);"
function,R_gc,src/include/R_ext/Memory.h,void	R_gc(void);
function,R_gc_running,src/include/R_ext/Memory.h,int	R_gc_running(void);
function,R_malloc_gc,src/include/R_ext/Memory.h,void *  R_malloc_gc(size_t);
function,R_realloc_gc,src/include/R_ext/Memory.h,"void *  R_realloc_gc(void *, size_t);"
function,S_alloc,src/include/R_ext/Memory.h,"char*	S_alloc(long, int);"
function,S_realloc,src/include/R_ext/Memory.h,"char*	S_realloc(char *, long, long, int);"
function,vmaxget,src/include/R_ext/Memory.h,"extern ""C"" { #endif void*	vmaxget(void);"
function,vmaxset,src/include/R_ext/Memory.h,void	vmaxset(const void *);
variable,R_ObjectTable,src/include/R_ext/ObjectTable.h,"extern ""C"" { #endif typedef struct  _R_ObjectTable R_ObjectTable;"
function,R_ParseVector,src/include/R_ext/Parse.h,"SEXP R_ParseVector(SEXP, int, ParseStatus *, SEXP);"
variable,PARSE_ERROR,src/include/R_ext/Parse.h,"extern ""C"" { #endif typedef enum { PARSE_NULL, PARSE_OK, PARSE_INCOMPLETE, PARSE_ERROR, PARSE_EOF } ParseStatus;"
variable,PARSE_INCOMPLETE,src/include/R_ext/Parse.h,"extern ""C"" { #endif typedef enum { PARSE_NULL, PARSE_OK, PARSE_INCOMPLETE, PARSE_ERROR, PARSE_EOF } ParseStatus;"
variable,PARSE_NULL,src/include/R_ext/Parse.h,"extern ""C"" { #endif typedef enum { PARSE_NULL, PARSE_OK, PARSE_INCOMPLETE, PARSE_ERROR, PARSE_EOF } ParseStatus;"
variable,PARSE_OK,src/include/R_ext/Parse.h,"extern ""C"" { #endif typedef enum { PARSE_NULL, PARSE_OK, PARSE_INCOMPLETE, PARSE_ERROR, PARSE_EOF } ParseStatus;"
variable,ParseStatus,src/include/R_ext/Parse.h,"extern ""C"" { #endif typedef enum { PARSE_NULL, PARSE_OK, PARSE_INCOMPLETE, PARSE_ERROR, PARSE_EOF } ParseStatus;"
function,REprintf,src/include/R_ext/Print.h,"void REprintf(const char *, ...) R_PRINTF_FORMAT(1, 2);"
function,REvprintf,src/include/R_ext/Print.h,"void REvprintf(const char *, R_VA_LIST) R_PRINTF_FORMAT(1, 0);"
function,Rvprintf,src/include/R_ext/Print.h,"void Rvprintf(const char *, R_VA_LIST) R_PRINTF_FORMAT(1, 0);"
function,defined,src/include/R_ext/Print.h,"extern ""C"" { #else # include <stdarg.h> # define R_VA_LIST va_list #endif #ifdef __GNUC__ # ifdef _WIN32 #  if defined(_UCRT) || ((__MSVCRT_VERSION__ >= 0x1400) || (__MSVCRT_VERSION__ >= 0xE00 && __MSVCRT_VERSION__ < 0x1000)) #   if defined(__clang__) #    define R_PRINTF_FORMAT(M,N) __attribute__ ((format (printf, M, N))) #   else #    define R_PRINTF_FORMAT(M,N) __attribute__ ((format (gnu_printf, M, N))) #   endif #  else #   define R_PRINTF_FORMAT(M,N) #  endif # else #  define R_PRINTF_FORMAT(M,N) __attribute__ ((format (printf, M, N))) # endif #else # define R_PRINTF_FORMAT(M,N) #endif void Rprintf(const char *, ...) R_PRINTF_FORMAT(1, 2);"
function,CGContextRef,src/include/R_ext/QuartzDevice.h,"CGContextRef (*getCGContext)(QuartzDesc_t dev, void*userInfo);"
function,QuartzDesc_t,src/include/R_ext/QuartzDevice.h,"extern #endif QuartzDesc_t (*ptr_QuartzBackend)(void *dd, QuartzFunctions_t *fn, QuartzParameters_t *par);"
function,QuartzDevice_Create,src/include/R_ext/QuartzDevice.h,"QuartzDesc_t QuartzDevice_Create(void *dd, QuartzBackend_t* def);"
function,Quartz_C,src/include/R_ext/QuartzDevice.h,"QuartzDesc_t Quartz_C(QuartzParameters_t *par, quartz_create_fn_t q_create, int *errorCode);"
function,double,src/include/R_ext/QuartzDevice.h,double (*GetPointSize)(QuartzDesc_t desc);
function,getQuartzFunctions,src/include/R_ext/QuartzDevice.h,QuartzFunctions_t *getQuartzFunctions(void);
function,int,src/include/R_ext/QuartzDevice.h,int    (*GetBackground)(QuartzDesc_t desc);
function,void,src/include/R_ext/QuartzDevice.h,void   (*Activate)(QuartzDesc_t desc);
variable,CGContextRef,src/include/R_ext/QuartzDevice.h,"extern ""C"" { #endif #ifndef HAVE_AQUA typedef void* CGContextRef;"
function,R_chk_calloc,src/include/R_ext/RS.h,"extern ""C"" { #endif extern void *R_chk_calloc(R_SIZE_T, R_SIZE_T);"
function,R_chk_free,src/include/R_ext/RS.h,extern void R_chk_free(void *);
function,R_chk_memcpy,src/include/R_ext/RS.h,"extern void *R_chk_memcpy(void *, const void *, R_SIZE_T);"
function,R_chk_memset,src/include/R_ext/RS.h,"extern void *R_chk_memset(void *, int, R_SIZE_T);"
function,R_chk_realloc,src/include/R_ext/RS.h,"extern void *R_chk_realloc(void *, R_SIZE_T);"
function,R_DefCallbacks,src/include/R_ext/RStartup.h,"void R_DefCallbacks(Rstart, int);"
function,R_DefParams,src/include/R_ext/RStartup.h,void R_DefParams(Rstart);
function,R_DefParamsEx,src/include/R_ext/RStartup.h,"int R_DefParamsEx(Rstart, int);"
function,R_GetSaveAction,src/include/R_ext/RStartup.h,SA_TYPE R_GetSaveAction(void);
function,R_SetParams,src/include/R_ext/RStartup.h,void R_SetParams(Rstart);
function,R_SetSaveAction,src/include/R_ext/RStartup.h,SA_TYPE R_SetSaveAction(SA_TYPE newval);
function,R_SetWin32,src/include/R_ext/RStartup.h,void R_SetWin32(Rstart);
function,R_SizeFromEnv,src/include/R_ext/RStartup.h,void R_SizeFromEnv(Rstart);
function,R_common_command_line,src/include/R_ext/RStartup.h,"void R_common_command_line(int *, char **, Rstart);"
function,R_set_command_line_arguments,src/include/R_ext/RStartup.h,"void R_set_command_line_arguments(int argc, char **argv);"
function,int,src/include/R_ext/RStartup.h,int (*YesNoCancel) (const char *);
function,run_Rmainloop,src/include/R_ext/RStartup.h,void run_Rmainloop(void);
function,setup_Rmainloop,src/include/R_ext/RStartup.h,void setup_Rmainloop(void);
function,void,src/include/R_ext/RStartup.h,void (*Suicide) (const char *s);
variable,RGui,src/include/R_ext/RStartup.h,"extern ""C"" { #endif #ifdef Win32 typedef enum {RGui, RTerm, LinkDLL} UImode;"
variable,RTerm,src/include/R_ext/RStartup.h,"extern ""C"" { #endif #ifdef Win32 typedef enum {RGui, RTerm, LinkDLL} UImode;"
variable,UImode,src/include/R_ext/RStartup.h,"extern ""C"" { #endif #ifdef Win32 typedef enum {RGui, RTerm, LinkDLL} UImode;"
function,GetRNGstate,src/include/R_ext/Random.h,void GetRNGstate(void);
function,PutRNGstate,src/include/R_ext/Random.h,void PutRNGstate(void);
function,R_binom_kind,src/include/R_ext/Random.h,Binomtype R_binom_kind (void);
function,R_sample_kind,src/include/R_ext/Random.h,Sampletype R_sample_kind(void);
function,R_unif_index,src/include/R_ext/Random.h,double R_unif_index(double);
function,exp_rand,src/include/R_ext/Random.h,double exp_rand(void);
function,norm_rand,src/include/R_ext/Random.h,double norm_rand(void);
function,unif_rand,src/include/R_ext/Random.h,double unif_rand(void);
function,user_norm_rand,src/include/R_ext/Random.h,double * user_norm_rand(void);
function,user_unif_init,src/include/R_ext/Random.h,void user_unif_init(Int32);
function,user_unif_nseed,src/include/R_ext/Random.h,int * user_unif_nseed(void);
function,user_unif_rand,src/include/R_ext/Random.h,double * user_unif_rand(void);
function,user_unif_seedloc,src/include/R_ext/Random.h,int * user_unif_seedloc(void);
variable,KNUTH_TAOCP,src/include/R_ext/Random.h,"extern ""C"" { #endif typedef enum { WICHMANN_HILL, MARSAGLIA_MULTICARRY, SUPER_DUPER, MERSENNE_TWISTER, KNUTH_TAOCP, USER_UNIF, KNUTH_TAOCP2, LECUYER_CMRG } RNGtype;"
variable,KNUTH_TAOCP2,src/include/R_ext/Random.h,"extern ""C"" { #endif typedef enum { WICHMANN_HILL, MARSAGLIA_MULTICARRY, SUPER_DUPER, MERSENNE_TWISTER, KNUTH_TAOCP, USER_UNIF, KNUTH_TAOCP2, LECUYER_CMRG } RNGtype;"
variable,MARSAGLIA_MULTICARRY,src/include/R_ext/Random.h,"extern ""C"" { #endif typedef enum { WICHMANN_HILL, MARSAGLIA_MULTICARRY, SUPER_DUPER, MERSENNE_TWISTER, KNUTH_TAOCP, USER_UNIF, KNUTH_TAOCP2, LECUYER_CMRG } RNGtype;"
variable,MERSENNE_TWISTER,src/include/R_ext/Random.h,"extern ""C"" { #endif typedef enum { WICHMANN_HILL, MARSAGLIA_MULTICARRY, SUPER_DUPER, MERSENNE_TWISTER, KNUTH_TAOCP, USER_UNIF, KNUTH_TAOCP2, LECUYER_CMRG } RNGtype;"
variable,RNGtype,src/include/R_ext/Random.h,"extern ""C"" { #endif typedef enum { WICHMANN_HILL, MARSAGLIA_MULTICARRY, SUPER_DUPER, MERSENNE_TWISTER, KNUTH_TAOCP, USER_UNIF, KNUTH_TAOCP2, LECUYER_CMRG } RNGtype;"
variable,SUPER_DUPER,src/include/R_ext/Random.h,"extern ""C"" { #endif typedef enum { WICHMANN_HILL, MARSAGLIA_MULTICARRY, SUPER_DUPER, MERSENNE_TWISTER, KNUTH_TAOCP, USER_UNIF, KNUTH_TAOCP2, LECUYER_CMRG } RNGtype;"
variable,USER_UNIF,src/include/R_ext/Random.h,"extern ""C"" { #endif typedef enum { WICHMANN_HILL, MARSAGLIA_MULTICARRY, SUPER_DUPER, MERSENNE_TWISTER, KNUTH_TAOCP, USER_UNIF, KNUTH_TAOCP2, LECUYER_CMRG } RNGtype;"
variable,WICHMANN_HILL,src/include/R_ext/Random.h,"extern ""C"" { #endif typedef enum { WICHMANN_HILL, MARSAGLIA_MULTICARRY, SUPER_DUPER, MERSENNE_TWISTER, KNUTH_TAOCP, USER_UNIF, KNUTH_TAOCP2, LECUYER_CMRG } RNGtype;"
function,R_FindSymbol,src/include/R_ext/Rdynload.h,"DL_FUNC R_FindSymbol(char const *, char const *, R_RegisteredNativeSymbol *symbol);"
function,R_GetCCallable,src/include/R_ext/Rdynload.h,"DL_FUNC R_GetCCallable(const char *package, const char *name);"
function,R_RegisterCCallable,src/include/R_ext/Rdynload.h,"void R_RegisterCCallable(const char *package, const char *name, DL_FUNC fptr);"
function,R_forceSymbols,src/include/R_ext/Rdynload.h,"Rboolean R_forceSymbols(DllInfo *info, Rboolean value);"
function,R_getDllInfo,src/include/R_ext/Rdynload.h,DllInfo *R_getDllInfo(const char *name);
function,R_getEmbeddingDllInfo,src/include/R_ext/Rdynload.h,DllInfo *R_getEmbeddingDllInfo(void);
function,R_registerRoutines,src/include/R_ext/Rdynload.h,"extern ""C"" { #endif int R_registerRoutines(DllInfo *info, const R_CMethodDef * const croutines, const R_CallMethodDef * const callRoutines, const R_FortranMethodDef * const fortranRoutines, const R_ExternalMethodDef * const externalRoutines);"
function,R_useDynamicSymbols,src/include/R_ext/Rdynload.h,"Rboolean R_useDynamicSymbols(DllInfo *info, Rboolean value);"
function,Riconv,src/include/R_ext/Riconv.h,"size_t Riconv (void * cd, const char **inbuf, size_t *inbytesleft, char  **outbuf, size_t *outbytesleft);"
function,Riconv_close,src/include/R_ext/Riconv.h,int Riconv_close (void * cd);
function,Riconv_open,src/include/R_ext/Riconv.h,"extern ""C"" { #endif #undef Riconv_open #undef Riconv #undef Riconv_close void * Riconv_open (const char* tocode, const char* fromcode);"
function,F77_NAME,src/include/R_ext/Utils.h,"void F77_NAME(qsort3)(double *v,            int *ii, int *jj);"
function,F77_SUB,src/include/R_ext/Utils.h,"int F77_SUB(interv)(double *xt, int *n, double *x, int *rightmost_closed, int *all_inside, int *ilo, int *mflag);"
function,R_CheckStack,src/include/R_ext/Utils.h,void R_CheckStack(void);
function,R_CheckStack2,src/include/R_ext/Utils.h,void R_CheckStack2(R_SIZE_T);
function,R_CheckUserInterrupt,src/include/R_ext/Utils.h,void R_CheckUserInterrupt(void);
function,R_ExpandFileName,src/include/R_ext/Utils.h,const char *R_ExpandFileName(const char *);
function,R_ExpandFileNameUTF8,src/include/R_ext/Utils.h,const char *R_ExpandFileNameUTF8(const char *);
function,R_atof,src/include/R_ext/Utils.h,double R_atof(const char *str);
function,R_csort,src/include/R_ext/Utils.h,"void	R_csort(Rcomplex*, int);"
function,R_free_tmpnam,src/include/R_ext/Utils.h,void R_free_tmpnam(char *name);
function,R_isort,src/include/R_ext/Utils.h,"extern ""C"" { #endif void	R_isort(int*, int);"
function,R_max_col,src/include/R_ext/Utils.h,"void R_max_col(double *matrix, int *nr, int *nc, int *maxes, int *ties_meth);"
function,R_qsort,src/include/R_ext/Utils.h,"void R_qsort    (double *v,         R_SIZE_T i, R_SIZE_T j);"
function,R_qsort_I,src/include/R_ext/Utils.h,"void R_qsort_I  (double *v, int *II, int i, int j);"
function,R_qsort_int,src/include/R_ext/Utils.h,"void R_qsort_int  (int *iv,         R_SIZE_T i, R_SIZE_T j);"
function,R_qsort_int_I,src/include/R_ext/Utils.h,"void R_qsort_int_I(int *iv, int *II, int i, int j);"
function,R_rsort,src/include/R_ext/Utils.h,"void	R_rsort(double*, int);"
function,R_strtod,src/include/R_ext/Utils.h,"double R_strtod(const char *c, char **end);"
function,R_tmpnam,src/include/R_ext/Utils.h,"char *R_tmpnam(const char *prefix, const char *tempdir);"
function,R_tmpnam2,src/include/R_ext/Utils.h,"char *R_tmpnam2(const char *prefix, const char *tempdir, const char *fileext);"
function,StringFalse,src/include/R_ext/Utils.h,Rboolean StringFalse(const char *);
function,StringTrue,src/include/R_ext/Utils.h,Rboolean StringTrue(const char *);
function,cPsort,src/include/R_ext/Utils.h,"void	cPsort(Rcomplex*, int, int);"
function,findInterval,src/include/R_ext/Utils.h,"int findInterval(double *xt, int n, double x, Rboolean rightmost_closed,  Rboolean all_inside, int ilo, int *mflag);"
function,findInterval2,src/include/R_ext/Utils.h,"int findInterval2(double *xt, int n, double x, Rboolean rightmost_closed,  Rboolean all_inside, Rboolean left_open, int ilo, int *mflag);"
function,iPsort,src/include/R_ext/Utils.h,"void	iPsort(int*,    int, int);"
function,isBlankString,src/include/R_ext/Utils.h,Rboolean isBlankString(const char *);
function,rPsort,src/include/R_ext/Utils.h,"void	rPsort(double*, int, int);"
function,revsort,src/include/R_ext/Utils.h,"void	revsort(double*, int*, int);"
function,rsort_with_index,src/include/R_ext/Utils.h,"void    rsort_with_index(double *, int *, int);"
function,R_SelectEx,src/include/R_ext/eventloop.h,"extern int R_SelectEx(int  n,  fd_set  *readfds,  fd_set  *writefds, fd_set *exceptfds, struct timeval *timeout, void (*intr)(void));"
function,R_checkActivity,src/include/R_ext/eventloop.h,"extern fd_set *R_checkActivity(int usec, int ignore_stdin);"
function,R_runHandlers,src/include/R_ext/eventloop.h,"extern void R_runHandlers(InputHandler *handlers, fd_set *mask);"
function,addInputHandler,src/include/R_ext/eventloop.h,"extern InputHandler *addInputHandler(InputHandler *handlers, int fd, InputHandlerProc handler, int activity);"
function,getInputHandler,src/include/R_ext/eventloop.h,"extern InputHandler *getInputHandler(InputHandler *handlers, int fd);"
function,getSelectedHandler,src/include/R_ext/eventloop.h,"extern InputHandler *getSelectedHandler(InputHandler *handlers, fd_set *mask);"
function,removeInputHandler,src/include/R_ext/eventloop.h,"extern int           removeInputHandler(InputHandler **handlers, InputHandler *it);"
function,void,src/include/R_ext/eventloop.h,extern void (* R_PolledEvents)(void);
variable,R_InputHandlers,src/include/R_ext/eventloop.h,extern InputHandler *R_InputHandlers;
variable,R_wait_usec,src/include/R_ext/eventloop.h,extern int R_wait_usec;
function,S_Rf_divset,src/include/R_ext/stats_package.h,"attribute_hidden void S_Rf_divset(int alg, int iv[], int liv, int lv, double v[]);"
function,S_nlminb_iterate,src/include/R_ext/stats_package.h,"attribute_hidden void S_nlminb_iterate(double b[], double d[], double fx, double g[], double h[], int iv[], int liv, int lv, int n, double v[], double x[]);"
function,S_nlsb_iterate,src/include/R_ext/stats_package.h,"attribute_hidden void S_nlsb_iterate(double b[], double d[], double dr[], int iv[], int liv, int lv, int n, int nd, int p, double r[], double rd[], double v[], double x[]);"
function,S_rcont2,src/include/R_ext/stats_package.h,"attribute_hidden void S_rcont2(int nrow, int ncol, const int nrowt[], const int ncolt[], int ntotal, const double fact[], int jwork[], int matrix[]);"
function,return,src/include/R_ext/stats_package.h,"static R_INLINE int S_iv_length(int alg, int n) { return (alg - 1) ? (82 + 4 * n) : (78 + 3 * n);"
function,fun,src/include/R_ext/stats_stubs.h,"fun(nrow, ncol, nrowt, ncolt, ntotal, fact, jwork, matrix);"
function,ALTREP_CLASS,src/include/Rinternals.h,SEXP ALTREP_CLASS(SEXP x);
function,CLEAR_ATTRIB,src/include/Rinternals.h,void CLEAR_ATTRIB(SEXP x);
function,COMPLEX_GET_REGION,src/include/Rinternals.h,"R_xlen_t COMPLEX_GET_REGION(SEXP sx, R_xlen_t i, R_xlen_t n, Rcomplex *buf);"
function,DUPLICATE_ATTRIB,src/include/Rinternals.h,"void DUPLICATE_ATTRIB(SEXP to, SEXP from);"
function,INTEGER_GET_REGION,src/include/Rinternals.h,"R_xlen_t INTEGER_GET_REGION(SEXP sx, R_xlen_t i, R_xlen_t n, int *buf);"
function,INTEGER_IS_SORTED,src/include/Rinternals.h,int INTEGER_IS_SORTED(SEXP x);
function,INTEGER_NO_NA,src/include/Rinternals.h,int INTEGER_NO_NA(SEXP x);
function,LOGICAL_GET_REGION,src/include/Rinternals.h,"R_xlen_t LOGICAL_GET_REGION(SEXP sx, R_xlen_t i, R_xlen_t n, int *buf);"
function,LOGICAL_NO_NA,src/include/Rinternals.h,int LOGICAL_NO_NA(SEXP x);
function,RAW_GET_REGION,src/include/Rinternals.h,"R_xlen_t RAW_GET_REGION(SEXP sx, R_xlen_t i, R_xlen_t n, Rbyte *buf);"
function,REAL_GET_REGION,src/include/Rinternals.h,"R_xlen_t REAL_GET_REGION(SEXP sx, R_xlen_t i, R_xlen_t n, double *buf);"
function,REAL_IS_SORTED,src/include/Rinternals.h,int REAL_IS_SORTED(SEXP x);
function,REAL_NO_NA,src/include/Rinternals.h,int REAL_NO_NA(SEXP x);
function,R_ActiveBindingFunction,src/include/Rinternals.h,"SEXP R_ActiveBindingFunction(SEXP sym, SEXP env);"
function,R_BindingIsActive,src/include/Rinternals.h,"Rboolean R_BindingIsActive(SEXP sym, SEXP env);"
function,R_BindingIsLocked,src/include/Rinternals.h,"Rboolean R_BindingIsLocked(SEXP sym, SEXP env);"
function,R_BytecodeExpr,src/include/Rinternals.h,SEXP R_BytecodeExpr(SEXP e);
function,R_ClearExternalPtr,src/include/Rinternals.h,void R_ClearExternalPtr(SEXP s);
function,R_ClosureBody,src/include/Rinternals.h,SEXP R_ClosureBody(SEXP);
function,R_ClosureEnv,src/include/Rinternals.h,SEXP R_ClosureEnv(SEXP);
function,R_ClosureExpr,src/include/Rinternals.h,SEXP R_ClosureExpr(SEXP);
function,R_ClosureFormals,src/include/Rinternals.h,SEXP R_ClosureFormals(SEXP);
function,R_ContinueUnwind,src/include/Rinternals.h,NORET void R_ContinueUnwind(SEXP cont);
function,R_DelayedBindingEnvironment,src/include/Rinternals.h,"SEXP R_DelayedBindingEnvironment(SEXP sym, SEXP env);"
function,R_DelayedBindingExpression,src/include/Rinternals.h,"SEXP R_DelayedBindingExpression(SEXP sym, SEXP env);"
function,R_DotDelayedEnvironment,src/include/Rinternals.h,"SEXP R_DotDelayedEnvironment(int i, SEXP env);"
function,R_DotDelayedExpression,src/include/Rinternals.h,"SEXP R_DotDelayedExpression(int i, SEXP env);"
function,R_DotForcedExpression,src/include/Rinternals.h,"SEXP R_DotForcedExpression(int i, SEXP env);"
function,R_DotsElt,src/include/Rinternals.h,"SEXP R_DotsElt(int i, SEXP env);"
function,R_DotsExist,src/include/Rinternals.h,Rboolean R_DotsExist(SEXP env);
function,R_DotsLength,src/include/Rinternals.h,int R_DotsLength(SEXP env);
function,R_DotsNames,src/include/Rinternals.h,SEXP R_DotsNames(SEXP env);
function,R_EnvironmentIsLocked,src/include/Rinternals.h,Rboolean R_EnvironmentIsLocked(SEXP env);
function,R_ExecWithCleanup,src/include/Rinternals.h,"SEXP R_ExecWithCleanup(SEXP (*fun)(void *), void *data, void (*cleanfun)(void *), void *cleandata);"
function,R_ExternalPtrAddr,src/include/Rinternals.h,void *R_ExternalPtrAddr(SEXP s);
function,R_ExternalPtrAddrFn,src/include/Rinternals.h,DL_FUNC R_ExternalPtrAddrFn(SEXP s);
function,R_ExternalPtrProtected,src/include/Rinternals.h,SEXP R_ExternalPtrProtected(SEXP s);
function,R_ExternalPtrTag,src/include/Rinternals.h,SEXP R_ExternalPtrTag(SEXP s);
function,R_FindNamespace,src/include/Rinternals.h,SEXP R_FindNamespace(SEXP info);
function,R_ForcedBindingExpression,src/include/Rinternals.h,"SEXP R_ForcedBindingExpression(SEXP sym, SEXP env);"
function,R_GetBindingType,src/include/Rinternals.h,"R_BindingType_t R_GetBindingType(SEXP sym, SEXP env);"
function,R_GetCurrentEnv,src/include/Rinternals.h,SEXP R_GetCurrentEnv(void);
function,R_GetCurrentSrcref,src/include/Rinternals.h,SEXP R_GetCurrentSrcref(int);
function,R_GetDotType,src/include/Rinternals.h,"R_DotType_t R_GetDotType(int i, SEXP env);"
function,R_GetSrcFilename,src/include/Rinternals.h,SEXP R_GetSrcFilename(SEXP);
function,R_HashtabSEXP,src/include/Rinternals.h,SEXP R_HashtabSEXP(R_hashtab_type  h);
function,R_InitConnInPStream,src/include/Rinternals.h,"void R_InitConnInPStream(R_inpstream_t stream,  Rconnection con, R_pstream_format_t type, SEXP (*phook)(SEXP, SEXP), SEXP pdata);"
function,R_InitConnOutPStream,src/include/Rinternals.h,"void R_InitConnOutPStream(R_outpstream_t stream, Rconnection con, R_pstream_format_t type, int version, SEXP (*phook)(SEXP, SEXP), SEXP pdata);"
function,R_InitFileInPStream,src/include/Rinternals.h,"void R_InitFileInPStream(R_inpstream_t stream, FILE *fp, R_pstream_format_t type, SEXP (*phook)(SEXP, SEXP), SEXP pdata);"
function,R_InitFileOutPStream,src/include/Rinternals.h,"void R_InitFileOutPStream(R_outpstream_t stream, FILE *fp, R_pstream_format_t type, int version, SEXP (*phook)(SEXP, SEXP), SEXP pdata);"
function,R_InitInPStream,src/include/Rinternals.h,"void R_InitInPStream(R_inpstream_t stream, R_pstream_data_t data, R_pstream_format_t type, int (*inchar)(R_inpstream_t), void (*inbytes)(R_inpstream_t, void *, int), SEXP (*phook)(SEXP, SEXP), SEXP pdata);"
function,R_InitOutPStream,src/include/Rinternals.h,"void R_InitOutPStream(R_outpstream_t stream, R_pstream_data_t data, R_pstream_format_t type, int version, void (*outchar)(R_outpstream_t, int), void (*outbytes)(R_outpstream_t, void *, int), SEXP (*phook)(SEXP, SEXP), SEXP pdata);"
function,R_IsNamespaceEnv,src/include/Rinternals.h,Rboolean R_IsNamespaceEnv(SEXP rho);
function,R_IsPackageEnv,src/include/Rinternals.h,Rboolean R_IsPackageEnv(SEXP rho);
function,R_LockBinding,src/include/Rinternals.h,"void R_LockBinding(SEXP sym, SEXP env);"
function,R_LockEnvironment,src/include/Rinternals.h,"void R_LockEnvironment(SEXP env, Rboolean bindings);"
function,R_MakeActiveBinding,src/include/Rinternals.h,"void R_MakeActiveBinding(SEXP sym, SEXP fun, SEXP env);"
function,R_MakeDelayedBinding,src/include/Rinternals.h,"void R_MakeDelayedBinding(SEXP sym, SEXP expr, SEXP evalEnv, SEXP env);"
function,R_MakeExternalPtr,src/include/Rinternals.h,"SEXP R_MakeExternalPtr(void *p, SEXP tag, SEXP prot);"
function,R_MakeExternalPtrFn,src/include/Rinternals.h,"SEXP R_MakeExternalPtrFn(DL_FUNC p, SEXP tag, SEXP prot);"
function,R_MakeForcedBinding,src/include/Rinternals.h,"void R_MakeForcedBinding(SEXP sym, SEXP expr, SEXP value, SEXP env);"
function,R_MakeMissingBinding,src/include/Rinternals.h,"void R_MakeMissingBinding(SEXP sym, SEXP env);"
function,R_MakeUnwindCont,src/include/Rinternals.h,SEXP R_MakeUnwindCont(void);
function,R_MakeWeakRef,src/include/Rinternals.h,"SEXP R_MakeWeakRef(SEXP key, SEXP val, SEXP fin, Rboolean onexit);"
function,R_MakeWeakRefC,src/include/Rinternals.h,"SEXP R_MakeWeakRefC(SEXP key, SEXP val, R_CFinalizer_t fin, Rboolean onexit);"
function,R_NamespaceEnvSpec,src/include/Rinternals.h,SEXP R_NamespaceEnvSpec(SEXP rho);
function,R_NewEnv,src/include/Rinternals.h,"SEXP R_NewEnv(SEXP, int, int);"
function,R_NewPreciousMSet,src/include/Rinternals.h,SEXP R_NewPreciousMSet(int);
function,R_PackageEnvName,src/include/Rinternals.h,SEXP R_PackageEnvName(SEXP rho);
